0.02,0.1,1.0
116.45179368242168,116.44426568242167,123.16226568242172
81.47328176438907,81.46876176438906,80.35676176438909
138.27172671480275,138.29822271480273,147.65122271480277
61.5541867  0380206,61.62286670380206,63.12386670380209
117.72231596667609,117.74454796667607,121.38454796667611
120.91481469588459,120.91872669588457,120.8117266958846
121.20928131842138,121.17318531842136,121.7531853184214
97.62672214438052,97.57717014438052,97.49717014438056
88.27351034704893,88.25843034704891,88.37543034704896
63.66295881183777,63.64243881183776,69.11743881183781
117.96427817702363,117.96011817702362,116.11911817702367
